Артикул,Ozon Product ID,FBO OZON SKU ID,FBS OZON SKU ID,Barcode,Наименование товара,Контент-рейтинг,Бренд,Статус товара,Видимость FBO,Причины скрытия FBO (при наличии),Видимость FBS,Причины скрытия FBS (при наличии),Дата создания,Коммерческая категория,"Объем товара, л","Объемный вес, кг","Доступно на складе Ozon, шт","Вывезти и нанести КИЗ (кроме Твери), шт","Зарезервировано, шт","Доступно на моих складах, шт","Зарезервировано на моих складах, шт","Текущая цена с учетом скидки, руб.","Цена до скидки (перечеркнутая цена), руб.","Цена Premium, руб.","Рыночная цена, руб.",Актуальная ссылка на рыночную цену,"Размер НДС, %"
447e8970-3c0c-41fe-881a-390d10070008,470129645,896466156,896466157,4607092078021,"антисепт спрей для животных, на основе спирта, 200 мл",65,Neoterica,Готов к продаже,Показывается,,Показывается,,2023-03-16 8:52:31,Спрей лечебный ветеринарный нелицензированный,0.4,0.3,0,0,0,0,0,261.0,,,,,20%
1996b2c9-0069-11ea-a9ac-000c296512e3,470129646,910968224,910968223,4603586005153,"авз барс спрей для собак, инсектоакарицидный, 100 мл",62.5,Агроветзащита,Продается,Скрыт,Товар нельзя продавать на Ozon,Показывается,,2023-03-16 8:52:31,Спрей лечебный ветеринарный нелицензированный,2.0,0.4,0,0,0,621,14,380.0,448.0,,343.0,https://vprok.ru/--1078968,10%
68089b3e-02b8-11ea-a9ac-000c296512e3,470129647,913206896,913206898,4603586005160,"авз барс спрей для кошек, инсектоакарицидный, 100 мл",70,Агроветзащита,Продается,Показывается,,Показывается,,2023-03-16 8:52:31,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,2.0,0.4,0,0,0,192,17,380.0,448.0,,620.0,https://wildberries.ru/catalog/145282569/detail.aspx,10%
0ad46f4d-6797-45ca-b69e-77d34f4bd819,470129648,896459797,896459799,4603586007645,"авз ранозоль спрей антисептический для животных, 80 мл",65,Агроветзащита,Готов к продаже,Показывается,,Показывается,,2023-03-16 8:52:31,Спрей лечебный ветеринарный нелицензированный,2.0,0.4,0,0,0,0,0,416.0,,,,,10%
5bead749-02b8-11ea-a9ac-000c296512e3,470129649,910969698,910969694,4650104751641,"apicenna дана ультра спрей для собак против эктопаразитов, 100 мл",57.5,Apicenna,Продается,Скрыт,Товар нельзя продавать на Ozon,Показывается,,2023-03-16 8:52:31,Спрей лечебный ветеринарный нелицензированный,1.0,0.2,0,0,0,38,0,343.0,,,,,10%
94e67540-57c8-4764-89a2-88970293829b,470129650,896468429,896468428,4607092077963,"антисепт спрей бесспиртовой для животных, на хлоргексидине, 100 мл",60,Neoterica,Продается,Показывается,,Показывается,,2023-03-16 8:52:31,Спрей лечебный ветеринарный нелицензированный,0.22,0.2,0,0,0,55,0,143.0,,,,,20%
100edb82-02b7-11ea-a9ac-000c296512e3,470129651,910971060,910971059,4603586004804,"авз барс форте спрей для кошек, инсектоакарицидный, 100 мл",62.5,Агроветзащита,Продается,Показывается,,Показывается,,2023-03-16 8:52:31,Спрей лечебный ветеринарный нелицензированный,2.0,0.4,0,0,0,47,1,468.0,551.0,,512.0,https://market.yandex.ru/product--/101777151374/?sku=101777151374,10%
26048139-f465-467d-bb67-8178f5fbefc8,470129652,910971855,910971856,4603586008079,"авз барс спрей для грызунов, инсектоакарицидный, 100 мл",62.5,Агроветзащита,Продается,Скрыт,Товар нельзя продавать на Ozon,Показывается,,2023-03-16 8:52:31,Спрей лечебный ветеринарный нелицензированный,2.0,0.4,0,0,0,55,2,374.0,440.0,,,,10%
97fc4dd1-f30d-42ac-9387-b692c651c4ff,470129653,911008730,911008731,4603586012243,"авз fitodoc max спрей для собак, репеллентный, 100 мл",62.5,Агроветзащита,Не продается,Скрыт,Товар нельзя продавать на Ozon,Скрыт,Товар нельзя продавать на Ozon,2023-03-16 8:52:31,Спрей лечебный ветеринарный нелицензированный,2.0,0.4,0,0,0,188,0,470.0,,,404.0,https://wildberries.ru/catalog/19050918/detail.aspx,10%
dc6d4e6c-881b-11ec-a9a1-3ca82a226a23,470129655,896475036,896475035,4607092077949,"citoderm спрей противогрибковый+ для кошек и собак, 50 мл",65,CitoDerm,Продается,Показывается,,Показывается,,2023-03-16 8:52:32,Спрей лечебный ветеринарный нелицензированный,1.0,0.2,0,0,0,21,0,508.0,,,,,10%
79aaf078-02b6-11ea-a9ac-000c296512e3,470129656,911009045,911009044,4606982004607,"ms.kiss спрей для кошек, репеллентный, 200 мл",57.5,Ms.Kiss,Продается,Показывается,,Показывается,,2023-03-16 8:52:32,Спрей лечебный ветеринарный нелицензированный,2.0,0.4,0,0,0,27,0,439.0,,,500.0,https://wildberries.ru/catalog/144064460/detail.aspx,20%
100edb83-02b7-11ea-a9ac-000c296512e3,470129657,913206922,913206924,4603586004798,"авз барс форте спрей для собак, инсектоакарицидный, 100 мл",70,Агроветзащита,Продается,Показывается,,Показывается,,2023-03-16 8:52:32,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,2.0,0.4,0,0,0,481,18,468.0,551.0,,,,10%
100edb7d-02b7-11ea-a9ac-000c296512e3,470129658,913208461,913208463,4603586003548,"авз барс спрей для собак, инсектоакарицидный, 200 мл",70,Агроветзащита,Продается,Показывается,,Показывается,,2023-03-16 8:52:32,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,2.0,0.4,0,0,0,1012,3,799.0,952.0,,,,10%
86b7203e-82db-4ada-a5e0-68465959ad79,470129659,0,0,,"чистотел био спрей для животных, с лавандой, 100 мл",0,Чистотел Био,Не продается,Скрыт,,Скрыт,,2023-03-16 8:52:32,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,0.14,0.2,0,0,0,0,0,272.0,,,,,20%
5bead73f-02b8-11ea-a9ac-000c296512e3,470129661,0,0,,"apicenna фунгин форте спрей для кошек и собак, лечение лишая и других грибковых заболеваний, 30 мл",0,Apicenna,Не продается,Скрыт,,Скрыт,,2023-03-16 8:52:32,Спрей лечебный ветеринарный нелицензированный,1.0,0.2,0,0,0,0,0,432.0,,,,,10%
61fae188-02b8-11ea-a9ac-000c296512e3,470129662,896460559,896460560,4650104750323,"apicenna crystal line зубастик спрей стоматологический для животных, 30 мл",65,Apicenna,Продается,Показывается,,Показывается,,2023-03-16 8:52:32,Спрей лечебный ветеринарный нелицензированный,1.0,0.2,0,0,0,21,0,418.0,,,371.0,https://4lapy.ru/catalog/veterinarnaya-apteka/koshka/crystal-line-zubastik-sprey-stomatologicheskiy-dlya-zhivotnyh-30-ml.html?offer=92616,20%
9347ed57-9d21-11eb-a9e9-10604b9c3fdd,470129663,907901965,907901964,4650104750422,"apicenna лучший друг спрей ""защищаю от царапания и погрызов"" для кошек и собак, 100 мл",47.5,Apicenna,Продается,Показывается,,Показывается,,2023-03-16 8:52:32,Спрей лечебный ветеринарный нелицензированный,1.0,0.2,0,0,0,28,0,278.0,,,335.0,https://market.yandex.ru/product--/890982584/?sku=101250789102,20%
c14f4767-21d4-4cb5-8b9c-df70b484bb11,470129664,896460478,896460472,4607092077956,"антисепт спрей для животных, на основе спирта, 100 мл",65,Neoterica,Готов к продаже,Показывается,,Показывается,,2023-03-16 8:52:32,Спрей лечебный ветеринарный нелицензированный,0.24,0.2,0,0,0,0,0,192.0,,,205.0,https://market.yandex.ru/product--/936796654/?sku=101297059042,20%
1e5fd59f-f50e-4998-af0c-b2fdda8d4a96,470129665,896476745,896476744,4603586002800,"авз мигстим спрей для животных, антисептический ранозаживляющий, 100 мл",70,Агроветзащита,Продается,Показывается,,Показывается,,2023-03-16 8:52:32,Спрей лечебный ветеринарный нелицензированный,2.0,0.4,0,0,0,19,1,419.0,,,457.0,https://vprok.ru/--1212099,10%
596506bc-43a3-40b8-9870-a912887c36f5,470129668,897116471,897116473,4603586012236,"авз fitodoc max спрей для кошек, репеллентный, 100 мл",70,Агроветзащита,Продается,Показывается,,Показывается,,2023-03-16 8:52:32,Спрей лечебный ветеринарный нелицензированный,2.0,0.4,0,0,0,403,2,470.0,,,404.0,https://wildberries.ru/catalog/19050917/detail.aspx,10%
fdf4383f-c093-4b00-9839-4971d54b6027,470129669,907902530,907902529,4607092075105,"чистотел спрей для декоративных птиц и грызунов, 100 мл",57.5,Чистотел Био,Продается,Показывается,,Показывается,,2023-03-16 8:52:32,Спрей лечебный ветеринарный нелицензированный,0.33,0.2,0,0,0,19,1,354.0,,,365.0,https://4lapy.ru/catalog/veterinarnaya-apteka/zashchita-ot-blokh-i-kleshchey/gryzuny-i-khorky/sprey-ot-bloh-i-kleshchey-dlya-dekorativnyh-ptic-i-gryzunov-100ml.html?offer=102267,20%
5bc5b121-02b6-11ea-a9ac-000c296512e3,470176208,896581070,896581067,4607092075563,"unitabs immunocat паста для кошек, 150 гр",57.5,Unitabs,Продается,Показывается,,Показывается,,2023-03-16 9:26:36,Паста лечебная ветеринарная нелицензированная,2.0,0.4,0,0,0,109,0,590.0,,,,,20%
7be1c7d2-a2d7-4e07-bb42-b6c781a941b2,470176209,896581041,896581037,4607092079905,"tamachi мальт паста для кошек, вывод шерсти, 100 мл",70,Tamachi,Продается,Показывается,,Показывается,,2023-03-16 9:26:36,Паста лечебная ветеринарная нелицензированная,1.5,0.3,0,0,0,248,0,519.0,611.0,,478.0,https://wildberries.ru/catalog/147475713/detail.aspx,20%
96dba651-8812-11ec-a9a1-3ca82a226a23,470176210,896585274,896585275,4607092079318,"нефроланвет паста для собак и кошек, для поддержания функции почек, 75 гр",65,Neoterica,Продается,Показывается,,Показывается,,2023-03-16 9:26:36,Паста лечебная ветеринарная нелицензированная,2.0,0.4,0,0,0,10,10,478.0,,,,,20%
5bc5b11a-02b6-11ea-a9ac-000c296512e3,470176211,896581105,896581107,4607092075556,"unitabs biotinplus паста для кошек, 150 гр",65,Unitabs,Продается,Показывается,,Показывается,,2023-03-16 9:26:36,Паста лечебная ветеринарная нелицензированная,2.0,0.4,0,0,0,526,0,525.0,,,,,20%
b4c3d9a0-6285-457b-ab14-2681b61c5148,470176213,896581091,896581092,4607092079899,"tamachi мальт паста для кошек, вывод шерсти, 30 мл",70,Tamachi,Продается,Показывается,,Показывается,,2023-03-16 9:26:36,Паста лечебная ветеринарная нелицензированная,1.0,0.2,0,0,0,177,0,304.0,358.0,,,,20%
5bc5b126-02b6-11ea-a9ac-000c296512e3,470176217,896580736,896580728,4607092075549,"unitabs mama+kitty паста для кошек и котят, 150 гр",65,Unitabs,Продается,Показывается,,Показывается,,2023-03-16 9:26:36,Паста лечебная ветеринарная нелицензированная,2.0,0.4,0,0,0,182,0,590.0,,,,,20%
648779bf-02b7-11ea-a9ac-000c296512e3,470176218,896581056,896581058,4607092075532,"unitabs sterilcat паста для кошек, 150 гр",65,Unitabs,Продается,Показывается,,Показывается,,2023-03-16 9:26:36,Паста лечебная ветеринарная нелицензированная,2.0,0.4,0,0,0,227,0,590.0,,,,,20%
c693e888-7fc9-4836-b62d-1814890e76b7,470176219,896580707,896580710,4607092078038,"альпийские луга фитопаста для вывода шерсти, 75 мл",65,Альпийские луга,Продается,Показывается,,Показывается,,2023-03-16 9:26:37,Паста лечебная ветеринарная нелицензированная,0.32,0.2,0,0,0,53,0,422.0,,,364.0,https://wildberries.ru/catalog/51931310/detail.aspx,20%
f4130616-02c2-11ea-a9ac-000c296512e3,470178044,896593764,896593750,4607132590247,"7 собак щенок минерально-витаминная добавка для щенков всех пород, 100 таблеток",57.5,Квант МКБ,Готов к продаже,Показывается,,Показывается,,2023-03-16 9:28:52,Добавка к зоокорму,1.0,0.3,0,0,0,0,0,565.0,,,,,20%
d0177614-c6c1-4e7e-9bfc-bd184f063d8b,470267509,0,0,,"авз четыре с хвостиком капли для собак, для регуляции половой охоты, 5 мл",0,Агроветзащита,Не продается,Скрыт,,Скрыт,,2023-03-16 11:41:47,Капли ветеринарные нелицензированные,2.0,0.4,0,0,0,0,0,263.0,,,,,10%
94eb3caa-a424-43a8-adde-0de7d5c5331c,470267510,913372787,913372786,4607092077635,"inspector quadro c капли для собак весом 40-60 кг от внешних и внутренних паразитов, 1 пипетка",65,Inspector,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,1.0,0.2,0,0,0,350,8,943.0,1110.0,,1010.0,https://market.yandex.ru/product--/101950854287/?sku=101950854287,10%
4fd063a6-02b6-11ea-a9ac-000c296512e3,470267511,907040884,907040885,4607092074566,"greenfort био капли для собак 10-25 кг, антипаразитарные, 1 пипетка",45,GreenFort Neo,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,Капли ветеринарные нелицензированные,2.0,0.4,0,0,0,279,0,337.0,,,,,20%
e41abc27-4bcb-4150-bfa0-979de377d18f,470267512,896776419,896776422,4630030252535,"mr.bruno ecolife skin & wool арома-капли для щенков и собак, 10 мл",60,Mr.Bruno,Готов к продаже,Показывается,,Показывается,,2023-03-16 11:41:47,Капли ветеринарные нелицензированные,0.34,0.1,0,0,0,0,0,279.0,,,,,20%
66f12dd5-93e6-42b7-9e8b-5a4d5a99e8f3,470267513,913375663,913375662,4610117790709,"inspector quadro c капли для собак весом 40-60 кг от внешних и внутренних паразитов, 3 пипетки",65,Inspector,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,1.0,0.2,0,0,0,65,2,2253.0,2651.0,,2358.0,https://market.yandex.ru/product--/101850357677/?sku=101850357677,10%
73b2ac2d-02b6-11ea-a9ac-000c296512e3,470267514,913375404,913375403,4606982005574,"mr.bruno капли для собак более 30 кг, репеллентные, 3 пипетки",65,Mr.Bruno,Готов к продаже,Показывается,,Показывается,,2023-03-16 11:41:47,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,2.0,0.4,0,0,0,0,0,364.0,,,,,20%
4ed22a42-6ec8-4145-803d-d7ad3c59e446,470267515,913372806,913372807,4610117790648,"inspector quadro капли для кошек 4-8 кг, от внешних и внутренних паразитов, 3 пипетки",60,Inspector,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,1.0,0.2,0,0,0,253,34,1211.0,1425.0,,1166.0,https://market.yandex.ru/product--/1774347374/?sku=101838362064,10%
73b2ac38-02b6-11ea-a9ac-000c296512e3,470267516,913372875,913372874,4606982005550,"mr.bruno капли для щенков и собак до 10 кг, репеллентные, 3 пипетки",65,Mr.Bruno,Готов к продаже,Показывается,,Показывается,,2023-03-16 11:41:47,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,2.0,0.4,0,0,0,0,0,329.0,,,,,20%
79aaf082-02b6-11ea-a9ac-000c296512e3,470267517,896775933,896775938,4606982005598,"ms.kiss капли для кошек крупных пород, репеллентные, 3 пипетки",65,Ms.Kiss,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,Капли ветеринарные нелицензированные,2.0,0.4,0,0,0,237,0,329.0,,,,,20%
2c05e2c3-644a-11ea-a9ad-0015179b1c51,470267518,913375976,913375975,4607092077567,"inspector quadro капли для кошек 1-4 кг, от внешних и внутренних паразитов, 1 пипетка",60,Inspector,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,1.0,0.2,0,0,0,210,43,443.0,522.0,,438.0,https://eapteka.ru/goods/id362537/,10%
68890b9a-ac63-4b1f-aeef-963ee2f2fbeb,470267519,896776448,896776439,4603586011727,"авз fitodoc капли дерматологические для собак крупных пород, 4 пипетки",70,Агроветзащита,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,Капли ветеринарные нелицензированные,2.0,0.4,0,0,0,47,0,781.0,,,930.0,https://wildberries.ru/catalog/138732155/detail.aspx,10%
02811829-2848-46bf-b0dd-a50b4c524314,470267521,896776461,896776463,4603586011734,"авз fitodoc капли дерматологические для собак средних пород, 4 пипетки",70,Агроветзащита,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,Капли ветеринарные нелицензированные,2.0,0.4,0,0,0,45,0,711.0,,,735.0,https://wildberries.ru/catalog/19050915/detail.aspx,10%
8c516ab5-02b8-11ea-a9ac-000c296512e3,470267522,934059688,934059689,4607086630266,"секс барьер капли для взрослых сук, для регуляции половой охоты, 3 мл",45,Секс барьер (Скифф),Готов к продаже,Показывается,,Показывается,,2023-03-16 11:41:47,Капли ветеринарные нелицензированные,2.0,0.4,0,0,0,0,0,451.0,,,537.0,https://vprok.ru/--1206775,10%
09f9fbf4-02b7-11ea-a9ac-000c296512e3,470267523,913375689,913375688,4603586004668,"авз амит форте капли для кошек и собак, акарицидный препарат, 20 мл",70,Агроветзащита,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,2.0,0.4,0,0,0,114,2,340.0,,,,,10%
55c8a784-02b6-11ea-a9ac-000c296512e3,470267524,913372878,913372879,4607092074467,"чистотел био капли для собак средних и крупных пород, с лавандой, 2 пипетки",65,Чистотел Био,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,2.0,0.4,0,0,0,60,1,222.0,,,,,20%
03900b82-2d69-47b7-a3af-8795bed27468,470267525,913375399,913375400,4610117790631,"inspector quadro капли для кошек 1-4 кг, от внешних и внутренних паразитов, 3 пипетки",60,Inspector,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,1.0,0.2,0,0,0,273,8,1080.0,1271.0,,1126.0,https://market.yandex.ru/product--/101850327773/?sku=101850327773,10%
73b2ac33-02b6-11ea-a9ac-000c296512e3,470267526,913372911,913372910,4606982005567,"mr.bruno капли для собак 10-30 кг, репеллентные, 3 пипетки",65,Mr.Bruno,Готов к продаже,Показывается,,Показывается,,2023-03-16 11:41:47,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,2.0,0.4,0,0,0,0,0,346.0,,,,,20%
02106313-0819-4dd6-8fb1-4e311294583c,470267528,896776384,896776383,4603586011741,"авз fitodoc капли дерматологические для собак малых пород и кошек, 4 пипетки",70,Агроветзащита,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,Капли ветеринарные нелицензированные,2.0,0.4,0,0,0,33,0,649.0,,,,,10%
b9c4410a-2969-4398-a094-417921782ef3,470267529,896776389,896776390,4630030252566,"ms.kiss ecolife skin & wool арома-капли для котят и кошек, 10 мл",60,Ms.Kiss,Готов к продаже,Показывается,,Показывается,,2023-03-16 11:41:47,Капли ветеринарные нелицензированные,0.34,0.1,0,0,0,0,0,279.0,,,,,20%
09f9fbfb-02b7-11ea-a9ac-000c296512e3,470267530,912943939,912943940,4603586005023,"авз барс капли для кошек и собак, лечение и профилактика отодектоза, 20 мл",70,Агроветзащита,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,2.0,0.4,0,0,0,842,1,260.0,,,,,10%
09f9fbf9-02b7-11ea-a9ac-000c296512e3,470267531,896776493,896776495,4603586004866,"авз барс форте капли для кошек и собак, лечение острых и хронических отитов, 20 мл",70,Агроветзащита,Продается,Показывается,,Показывается,,2023-03-16 11:41:47,Капли ветеринарные нелицензированные,2.0,0.4,0,0,0,201,4,334.0,,,,,10%
1b98126e-210b-437b-98c6-bef7b6d5f29c,470267532,0,0,,"авз четыре с хвостиком капли для кошек и котов, для регуляции половой охоты, 2 мл",0,Агроветзащита,Не продается,Скрыт,,Скрыт,,2023-03-16 11:41:47,Капли ветеринарные нелицензированные,2.0,0.4,0,0,0,0,0,228.0,,,,,10%
997bc190-9d21-11eb-a9e9-10604b9c3fdd,470372520,897153550,897153549,4650104751283,"apicenna празицид-комплекс для собак и щенков от 5 до 10 кг, 1 мл",60,Apicenna,Готов к продаже,Показывается,,Показывается,,2023-03-16 13:49:30,ВЕТ Препараты от клещей и блох лицензированные,1.0,0.2,0,0,0,0,0,391.0,,,,,10%
9347ed5e-9d21-11eb-a9e9-10604b9c3fdd,470372521,897153416,897153415,4650104751252,"apicenna празицид-комплекс для котят и кошек менее 4 кг, 0,4 мл",60,Apicenna,Продается,Показывается,,Показывается,,2023-03-16 13:49:30,ВЕТ Препараты от клещей и блох лицензированные,1.0,0.2,0,0,0,128,3,337.0,,,553.0,https://wildberries.ru/catalog/152195264/detail.aspx,10%
997bc18e-9d21-11eb-a9e9-10604b9c3fdd,470372522,897155625,897155630,4650104751306,"apicenna празицид-комплекс для собак и щенков от 20 до 40 кг, 4 мл",60,Apicenna,Готов к продаже,Показывается,,Показывается,,2023-03-16 13:49:30,ВЕТ Препараты от клещей и блох лицензированные,1.0,0.2,0,0,0,0,0,470.0,,,,,10%
997bc18b-9d21-11eb-a9e9-10604b9c3fdd,470372524,897155586,897155585,4650104751290,"apicenna празицид-комплекс для собак и щенков от 10 до 20 кг, 2 мл",60,Apicenna,Продается,Показывается,,Показывается,,2023-03-16 13:49:30,ВЕТ Препараты от клещей и блох лицензированные,1.0,0.2,0,0,0,19,0,419.0,,,,,10%
9347ed61-9d21-11eb-a9e9-10604b9c3fdd,470372525,897155496,897155497,4650104751269,"apicenna празицид-комплекс для кошек более 4 кг, 0,8 мл",60,Apicenna,Продается,Показывается,,Показывается,,2023-03-16 13:49:30,ВЕТ Препараты от клещей и блох лицензированные,1.0,0.2,0,0,0,220,7,348.0,,,,,10%
9347ed64-9d21-11eb-a9e9-10604b9c3fdd,470372526,897155502,897155501,4650104751276,"apicenna празицид-комплекс для собак и щенков менее 5 кг, 0,5 мл",60,Apicenna,Продается,Показывается,,Показывается,,2023-03-16 13:49:30,ВЕТ Препараты от клещей и блох лицензированные,1.0,0.2,0,0,0,30,0,361.0,,,,,10%
55e1d0d4-02b8-11ea-a9ac-000c296512e3,470758168,897668963,897668962,4650104751689,"apicenna стоп-цистит био суспензия для кошек, нормализация мочевыделительной системы, 30 мл",55,Apicenna,Продается,Показывается,,Показывается,,2023-03-17 6:41:45,ВЕТ Препараты для лечения мочеполовой системы лицензированные,1.0,0.2,0,0,0,478,0,421.0,,,362.0,https://market.yandex.ru/product--/1777986179/?sku=447923713,10%
997bc19e-9d21-11eb-a9e9-10604b9c3fdd,470758169,897667956,897667955,4650104754864,"apicenna стоп-цистит плюс жевательные таблетки для кошек, 500мг, 30 таблеток",60,Apicenna,Продается,Показывается,,Показывается,,2023-03-17 6:41:45,ВЕТ Препараты для лечения мочеполовой системы лицензированные,1.0,0.2,0,0,0,69,0,454.0,,,359.0,https://vprok.ru/--1211957,20%
55e1d0d5-02b8-11ea-a9ac-000c296512e3,470758170,897667535,897667536,4650104751696,"apicenna стоп-цистит био суспензия для собак, для нормализации работы мочевыделительной системы, 50 мл",55,Apicenna,Продается,Показывается,,Показывается,,2023-03-17 6:41:45,ВЕТ Препараты для лечения мочеполовой системы лицензированные,1.0,0.2,0,0,0,84,0,516.0,,,,,20%
fde48c86-bc75-414c-b799-4f70f747a2b7,470758171,897667541,897667542,4607092078304,"неофлокс таблетки для собак средних и крупных пород, 10 таблеток",65,Neoterica,Продается,Показывается,,Показывается,,2023-03-17 6:41:45,ВЕТ Препараты для лечения мочеполовой системы лицензированные,0.17,0.1,0,0,0,1,0,507.0,,,371.0,https://detmir.ru/product/index/id/3736326,10%
c93d3a99-dfd6-4af3-b548-064cda536e5e,470758174,897668967,897668966,4603586000691,"авз сульф 120 таблетки для собак, антибактериальный препарат, 6 таблеток",70,Агроветзащита,Продается,Показывается,,Показывается,,2023-03-17 6:41:45,ВЕТ Препараты для лечения мочеполовой системы лицензированные,2.0,0.4,0,0,0,15,0,307.0,,,395.0,https://wildberries.ru/catalog/143370864/detail.aspx,10%
908e869b-d302-48c7-b67f-138ba2bf13a4,470758182,897667972,897667970,4650104751542,"apicenna стоп-цистит таблетки для кошек, 120 мг, 15 таблеток",65,Apicenna,Продается,Показывается,,Показывается,,2023-03-17 6:41:45,ВЕТ Препараты для лечения мочеполовой системы лицензированные,0.11,0.1,0,0,0,97,0,507.0,,,,,20%
e0533a4f-72ee-45f7-a6ce-ec9f18dc6f5b,470758183,0,0,,"неофлокс таблетки для кошек и собак малых пород, 10 таблеток",0,Neoterica,Не продается,Скрыт,,Скрыт,,2023-03-17 6:41:45,ВЕТ Препараты для лечения мочеполовой системы лицензированные,0.17,0.1,0,0,0,0,0,352.0,,,,,10%
1760f9c7-698f-450f-9e66-470b65b46c7b,470758184,897668958,897668959,4650104754871,"apicenna стоп-цистит плюс жевательные таблетки для собак, 1000 мг, 40 таблеток",65,Apicenna,Продается,Показывается,,Показывается,,2023-03-17 6:41:45,ВЕТ Препараты для лечения мочеполовой системы лицензированные,0.21,0.1,0,0,0,130,0,542.0,,,395.0,https://eapteka.ru/goods/id506590/,20%
864d3af8-02b8-11ea-a9ac-000c296512e3,470778910,897704902,897704903,4607029073723,"zooкомфорт кормовая добавка для взрослых кошек, собак, хорьков и грызунов, для контроля запахов, 90 таблеток",57.5,Zooкомфорт,Продается,Показывается,,Показывается,,2023-03-17 7:01:18,Добавка к зоокорму,0.3,0.2,0,0,0,88,0,197.0,,,,,20%
997bc19c-9d21-11eb-a9e9-10604b9c3fdd,470833420,897804029,897804031,4650104752273,"apicenna стоп-стресс плюс для собак, 50 мл",60,Apicenna,Продается,Показывается,,Показывается,,2023-03-17 7:57:33,ВЕТ Успокоительные и противорвотные средства лицензированные,1.0,0.2,0,0,0,114,0,394.0,,,384.0,https://market.yandex.ru/product--/1777986372/?sku=1749537960,20%
83ed7e6e-e9bd-49c4-9c58-323f64b429fc,470833421,897804020,897804019,4607092079103,"стоп проблема ошейник успокоительный для животных, 40 см",65,СТОП ПРОБЛЕМА,Продается,Показывается,,Показывается,,2023-03-17 7:57:33,ВЕТ Успокоительные и противорвотные средства лицензированные,0.29,0.2,0,0,0,114,0,369.0,,,,,20%
997bc19a-9d21-11eb-a9e9-10604b9c3fdd,470833422,897804038,897804039,4650104752266,"apicenna стоп-стресс плюс для кошек, 30 мл",60,Apicenna,Продается,Показывается,,Показывается,,2023-03-17 7:57:33,ВЕТ Успокоительные и противорвотные средства лицензированные,1.0,0.2,0,0,0,338,0,338.0,,,244.0,https://market.yandex.ru/product--/1777986247/?sku=1430907692,20%
f04c6924-d5f5-438b-aca0-4bb500a81822,470833423,897805759,897805756,4607092077642,"relaxivet ошейник для собак средних и крупных пород, успокоительный, 65 см",65,Relaxivet,Продается,Показывается,,Показывается,,2023-03-17 7:57:33,ВЕТ Успокоительные и противорвотные средства лицензированные,0.36,0.2,0,0,0,71,0,683.0,,,606.0,https://market.yandex.ru/product--/967501944/?sku=101331737955,20%
a196ca0e-add6-40f8-932c-74d7e962cdcd,470863820,907214112,907214107,4607092077987,"inspector quadro таблетки для кошек и собак весом 0,5-2 кг, от внешних и внутренних паразитов, 4 таблетки",65,Inspector,Продается,Показывается,,Показывается,,2023-03-17 8:26:24,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,0.27,0.1,0,0,0,226,0,746.0,878.0,,719.0,https://vprok.ru/--1212159,10%
d662a7a7-b3f9-475c-b18c-d00f70e4c570,470863822,907210624,907210623,4607092078007,"inspector quadro таблетки для кошек и собак весом 8-16 кг, от внешних и внутренних паразитов, 4 таблетки",65,Inspector,Продается,Показывается,,Показывается,,2023-03-17 8:26:24,ВЕТ Противопаразитарные препараты широкого спектра действия лицензированные,0.27,0.1,0,0,0,826,26,961.0,1131.0,,1024.0,https://wildberries.ru/catalog/150647378/detail.aspx,10%
